name,n,res,ortU,ortV,sv_drift,t_eval,t_dbdsqr,ratio,reps_eval,reps_ref,status,note
paper:wl_element_growth@400,400,0.0,0.0,0.0,1.0,0.002062,2.809e-05,73.40690637237451,30,30,PASS,
paper:random_zero_e_10pct@10,10,0.3,12.1,12.2,0.0,1.213e-05,7.22e-06,1.68005540166205,30,30,FAIL,
paper:random_zero_e_10pct@100,100,0.0,2.3,2.3,8.46e-16,0.0001968,6.677e-05,2.947431481204134,30,30,PASS,
paper:random_zero_e_10pct@200,200,0.0,0.1,0.1,6.63e-16,0.0007168,0.0001507,4.756469807564698,30,30,PASS,
paper:random_zero_e_10pct@400,400,0.0,0.2,0.3,1.04e-15,0.002705,0.0003018,8.96288933068257,30,30,PASS,
paper:random_zero_e_50pct@10,10,0.1,0.2,0.2,1.73e-16,5.79e-06,2.48e-06,2.3346774193548385,30,30,PASS,
paper:random_zero_e_50pct@100,100,0.0,0.0,0.0,4.56e-16,9.962e-05,9.045e-06,11.013819789939191,30,30,PASS,
paper:random_zero_e_50pct@200,200,0.0,0.0,0.0,5.82e-16,0.000503,1.533e-05,32.81148075668623,30,30,PASS,
paper:random_zero_e_50pct@400,400,0.0,0.0,0.0,4.16e-16,0.002556,2.934e-05,87.11656441717791,30,30,PASS,
paper:bidiag_coupling_failure@10,10,0.0,1.9,1.7,0.0,1.265e-05,6.415e-06,1.971940763834762,30,30,PASS,
paper:bidiag_coupling_failure@100,100,0.0,10.3,10.3,0.0,0.000706,0.0001967,3.589222165734621,30,30,FAIL,
paper:bidiag_coupling_failure@200,200,0.0,5.4,5.4,0.0,0.002911,0.0007197,4.044740864248992,30,30,FAIL,
paper:bidiag_coupling_failure@400,400,0.0,6.5,6.5,0.0,0.0125,0.002768,4.515895953757226,16,30,FAIL,
paper:dhillon_uniform_sqrteps_apart@10,10,0.2,0.5,0.6,0.0,2.704e-05,1.061e-05,2.548539114043355,30,30,PASS,
paper:dhillon_uniform_sqrteps_apart@100,100,0.0,0.7,0.7,0.0,0.001328,0.000294,4.517006802721088,30,30,PASS,
paper:dhillon_uniform_sqrteps_apart@200,200,0.0,0.7,0.7,0.0,0.005141,0.0009947,5.1683924801447665,30,30,PASS,
paper:dhillon_uniform_sqrteps_apart@400,400,0.0,0.6,0.6,0.0,0.02292,0.003918,5.849923430321593,9,30,PASS,
paper:dhillon_121_toeplitz@10,10,0.2,1.5,1.4,0.0,1.475e-05,8.478e-06,1.7397971219627268,30,30,PASS,
paper:dhillon_121_toeplitz@100,100,0.3,14.0,14.1,0.0,0.0006819,0.0001945,3.5059125964010285,30,30,FAIL,
paper:dhillon_121_toeplitz@200,200,0.1,6.7,6.7,0.0,0.002801,0.0006889,4.065902162868341,30,30,FAIL,
paper:dhillon_121_toeplitz@400,400,0.1,3.6,3.6,0.0,0.01248,0.002797,4.461923489452985,16,30,PASS,
paper:glued_wilk201_5x_sqrteps,1005,0.0,11.1,11.1,0.0,0.4559,0.02447,18.630976706170824,3,9,FAIL,
paper:stcoll_evdist_type7@10,10,0.1,1.7,1.2,0.0,1.418e-05,7.373e-06,1.9232334192323342,30,30,PASS,
paper:stcoll_evdist_type7@100,100,0.0,3.3,3.3,0.0,0.0007084,0.0002701,2.622732321362458,30,30,PASS,
paper:stcoll_evdist_type7@200,200,0.0,5.2,5.2,0.0,0.00274,0.0009221,2.971478147706322,30,30,FAIL,
paper:stcoll_evdist_type7@400,400,0.0,5.0,5.0,0.0,0.01263,0.004042,3.124690747154874,16,30,PASS,
paper:stcoll_evdist_type8@10,10,0.1,0.3,0.3,0.0,3.403e-05,1.52e-05,2.238815789473684,30,30,PASS,
paper:stcoll_evdist_type8@100,100,0.0,0.4,0.4,0.0,0.00132,0.0002892,4.564315352697096,30,30,PASS,
paper:stcoll_evdist_type8@200,200,0.0,0.7,0.7,0.0,0.005124,0.0009681,5.292841648590022,30,30,PASS,
paper:stcoll_evdist_type8@400,400,0.0,0.6,0.6,0.0,0.02304,0.004022,5.728493286921929,9,30,PASS,
paper:stcoll_evdist_type9@10,10,0.4,0.6,0.7,0.0,3.621e-05,9.078e-06,3.9887640449438204,30,30,PASS,
paper:stcoll_evdist_type9@100,100,0.1,2.7,2.7,0.0,0.002205,0.0003224,6.839330024813896,30,30,PASS,
paper:stcoll_evdist_type9@200,200,0.1,3.0,3.0,0.0,0.008841,0.001163,7.60189165950129,23,30,PASS,
paper:stcoll_evdist_type9@400,400,0.1,2.8,2.8,0.0,0.03961,0.004928,8.037743506493506,6,30,PASS,
paper:skew_wilk21_g1,21,0.3,2.9,2.8,0.0,0.000118,2.281e-05,5.173169662428759,30,30,PASS,
paper:skew_wilk21_g1e3,21,0.4,2.3,2.3,0.0,9.005e-05,3.869e-05,2.3274747996898424,30,30,PASS,
paper:skew_wilk21_g1e6,21,0.4,2.8,2.7,0.0,9.92e-05,3.954e-05,2.5088517956499747,30,30,PASS,
paper:wilk21_gamma_1e4,21,0.2,0.2,0.3,0.0,0.0001545,2.117e-05,7.2980632971185635,30,30,PASS,
paper:wilk21_gamma_1e8,21,0.2,0.4,0.5,0.0,0.0001416,1.357e-05,10.434782608695652,30,30,PASS,
paper:wilk21_gamma_1e14,21,0.2,0.2,0.3,0.0,0.0003689,3.295e-06,111.95751138088013,30,30,PASS,
paper:willems_block_ldl_edge@10,8,0.2,0.2,0.2,1.0,5.899e-06,2.997e-06,1.9683016349683016,30,30,PASS,
paper:willems_block_ldl_edge@100,100,0.0,0.0,0.0,1.0,9.529e-05,1.623e-05,5.871226124460875,30,30,PASS,
paper:willems_block_ldl_edge@200,200,0.0,0.0,0.0,1.0,0.000469,2.654e-05,17.67143933685004,30,30,PASS,
paper:willems_block_ldl_edge@400,400,0.0,0.0,0.0,1.0,0.00228,4.488e-05,50.80213903743316,30,30,PASS,
